number,callSign,status,codeshareStatus,isCargo,direction,departure.scheduledTime.utc,departure.scheduledTime.local,departure.revisedTime.utc,departure.revisedTime.local,departure.terminal,departure.gate,departure.quality,arrival.airport.icao,arrival.airport.iata,arrival.airport.name,arrival.airport.timeZone,arrival.scheduledTime.utc,arrival.scheduledTime.local,arrival.revisedTime.utc,arrival.revisedTime.local,arrival.quality,aircraft.reg,aircraft.modeS,aircraft.model,airline.name,airline.iata,airline.icao,arrival.terminal,arrival.baggageBelt,arrival.gate,arrival.runwayTime.utc,arrival.runwayTime.local,departure.runwayTime.utc,departure.runwayTime.local,departure.airport.icao,departure.airport.iata,departure.airport.name,departure.airport.timeZone,departure.checkInDesk
NZ 4737,ACA745,Delayed,IsCodeshared,False,departures,2025-12-19 23:50Z,2025-12-19 18:50-05:00,2025-12-20 01:50Z,2025-12-19 20:50-05:00,1,F95,"['Basic', 'Live']",KSFO,SFO,San Francisco,America/Los_Angeles,2025-12-20 05:39Z,2025-12-19 21:39-08:00,2025-12-20 05:39Z,2025-12-19 21:39-08:00,"['Basic', 'Live']",,,Boeing 737 MAX 8,Air New Zealand,NZ,ANZ,2,1,D12,,,,,,,,,
UA 8433,ACA745,Delayed,IsCodeshared,False,departures,2025-12-19 23:50Z,2025-12-19 18:50-05:00,2025-12-20 01:50Z,2025-12-19 20:50-05:00,1,F95,"['Basic', 'Live']",KSFO,SFO,San Francisco,America/Los_Angeles,2025-12-20 05:39Z,2025-12-19 21:39-08:00,2025-12-20 05:39Z,2025-12-19 21:39-08:00,"['Basic', 'Live']",,,Boeing 737 MAX 8,United,UA,UAL,2,1,D12,,,,,,,,,
OS 8217,ACA745,Delayed,IsCodeshared,False,departures,2025-12-19 23:50Z,2025-12-19 18:50-05:00,2025-12-20 01:50Z,2025-12-19 20:50-05:00,1,F95,"['Basic', 'Live']",KSFO,SFO,San Francisco,America/Los_Angeles,2025-12-20 05:39Z,2025-12-19 21:39-08:00,2025-12-20 05:39Z,2025-12-19 21:39-08:00,"['Basic', 'Live']",,,Boeing 737 MAX 8,Austrian,OS,AUA,2,1,D12,,,,,,,,,
UA 8530,ACA772,Expected,IsCodeshared,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,F61,"['Basic', 'Live']",KBOS,BOS,Boston,America/New_York,2025-12-20 03:37Z,2025-12-19 22:37-05:00,,,['Basic'],C-GJYA,C05EDD,Airbus A220-300,United,UA,UAL,B,,,,,,,,,,,
AC 772,ACA772,Expected,IsOperator,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,F61,"['Basic', 'Live']",KBOS,BOS,Boston,America/New_York,2025-12-20 03:37Z,2025-12-19 22:37-05:00,,,['Basic'],C-GJYA,C05EDD,Airbus A220-300,Air Canada,AC,ACA,B,,,,,,,,,,,
EK 5796,ACA772,Expected,IsCodeshared,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,F61,"['Basic', 'Live']",KBOS,BOS,Boston,America/New_York,2025-12-20 03:37Z,2025-12-19 22:37-05:00,,,['Basic'],C-GJYA,C05EDD,Airbus A220-300,Emirates,EK,UAE,B,,,,,,,,,,,
UA 8197,,Departed,IsCodeshared,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,D26,"['Basic', 'Live']",CYXE,YXE,Saskatoon,America/Regina,2025-12-20 05:35Z,2025-12-19 23:35-06:00,2025-12-20 09:30Z,2025-12-20 03:30-06:00,"['Basic', 'Live']",,,Airbus A319,United,UA,UAL,,,5,,,,,,,,,
LH 6595,,Departed,IsCodeshared,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,D26,"['Basic', 'Live']",CYXE,YXE,Saskatoon,America/Regina,2025-12-20 05:35Z,2025-12-19 23:35-06:00,2025-12-20 09:30Z,2025-12-20 03:30-06:00,"['Basic', 'Live']",,,Airbus A319,Lufthansa,LH,DLH,,,5,,,,,,,,,
AV 6970,,Departed,IsCodeshared,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,D26,"['Basic', 'Live']",CYXE,YXE,Saskatoon,America/Regina,2025-12-20 05:35Z,2025-12-19 23:35-06:00,2025-12-20 09:30Z,2025-12-20 03:30-06:00,"['Basic', 'Live']",,,Airbus A319,Avianca,AV,AVA,,,5,,,,,,,,,
AC 1937,,Departed,IsOperator,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,D26,"['Basic', 'Live']",CYXE,YXE,Saskatoon,America/Regina,2025-12-20 05:35Z,2025-12-19 23:35-06:00,2025-12-20 09:30Z,2025-12-20 03:30-06:00,"['Basic', 'Live']",,,Airbus A319,Air Canada,AC,ACA,,,5,,,,,,,,,
TS 7934,,Expected,IsCodeshared,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,3,B39,"['Basic', 'Live']",CYYC,YYC,Calgary,America/Edmonton,2025-12-20 06:22Z,2025-12-19 23:22-07:00,2025-12-20 06:22Z,2025-12-19 23:22-07:00,"['Basic', 'Live']",,,,Air Transat,TS,TSC,D,,A16,,,,,,,,,
PD 365,,Expected,IsOperator,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,3,B39,"['Basic', 'Live']",CYYC,YYC,Calgary,America/Edmonton,2025-12-20 06:22Z,2025-12-19 23:22-07:00,2025-12-20 06:22Z,2025-12-19 23:22-07:00,"['Basic', 'Live']",,,,Porter,PD,POE,D,,A16,,,,,,,,,
AA 9129,,Expected,IsCodeshared,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,3,B39,"['Basic', 'Live']",CYYC,YYC,Calgary,America/Edmonton,2025-12-20 06:22Z,2025-12-19 23:22-07:00,2025-12-20 06:22Z,2025-12-19 23:22-07:00,"['Basic', 'Live']",,,,American,AA,AAL,D,,A16,,,,,,,,,
AC 1512,,Unknown,Unknown,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,,,1,,['Basic'],KEWR,EWR,Newark,America/New_York,2025-12-20 03:35Z,2025-12-19 22:35-05:00,,,['Basic'],,,Airbus A320,Air Canada,AC,ACA,A,,,,,,,,,,,
PD 409,POE409,Expected,IsOperator,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,3,B4,"['Basic', 'Live']",CYEG,YEG,Edmonton,America/Edmonton,2025-12-20 06:16Z,2025-12-19 23:16-07:00,2025-12-20 06:16Z,2025-12-19 23:16-07:00,"['Basic', 'Live']",C-GKQY,C060C9,Embraer 195,Porter,PD,POE,,12,,,,,,,,,,
TS 7948,POE409,Expected,IsCodeshared,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,3,B4,"['Basic', 'Live']",CYEG,YEG,Edmonton,America/Edmonton,2025-12-20 06:16Z,2025-12-19 23:16-07:00,2025-12-20 06:16Z,2025-12-19 23:16-07:00,"['Basic', 'Live']",C-GKQY,C060C9,Embraer 195,Air Transat,TS,TSC,,12,,,,,,,,,,
AA 9141,POE409,Expected,IsCodeshared,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,3,B4,"['Basic', 'Live']",CYEG,YEG,Edmonton,America/Edmonton,2025-12-20 06:16Z,2025-12-19 23:16-07:00,2025-12-20 06:16Z,2025-12-19 23:16-07:00,"['Basic', 'Live']",C-GKQY,C060C9,Embraer 195,American,AA,AAL,,12,,,,,,,,,,
UA 8252,,Expected,IsCodeshared,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,E73,"['Basic', 'Live']",LFPG,CDG,Paris,Europe/Paris,2025-12-20 09:35Z,2025-12-20 10:35+01:00,2025-12-20 09:35Z,2025-12-20 10:35+01:00,"['Basic', 'Live']",,,Airbus A330-300,United,UA,UAL,2C,,,,,,,,,,,
OS 8244,,Expected,IsCodeshared,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,E73,"['Basic', 'Live']",LFPG,CDG,Paris,Europe/Paris,2025-12-20 09:35Z,2025-12-20 10:35+01:00,2025-12-20 09:35Z,2025-12-20 10:35+01:00,"['Basic', 'Live']",,,Airbus A330-300,Austrian,OS,AUA,2C,,,,,,,,,,,
ET 1142,,Expected,IsCodeshared,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,E73,"['Basic', 'Live']",LFPG,CDG,Paris,Europe/Paris,2025-12-20 09:35Z,2025-12-20 10:35+01:00,2025-12-20 09:35Z,2025-12-20 10:35+01:00,"['Basic', 'Live']",,,Airbus A330-300,Ethiopian,ET,ETH,2C,,,,,,,,,,,
AC 872,,Expected,IsOperator,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,E73,"['Basic', 'Live']",LFPG,CDG,Paris,Europe/Paris,2025-12-20 09:35Z,2025-12-20 10:35+01:00,2025-12-20 09:35Z,2025-12-20 10:35+01:00,"['Basic', 'Live']",,,Airbus A330-300,Air Canada,AC,ACA,2C,,,,,,,,,,,
UL 2872,,Expected,IsCodeshared,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,E73,"['Basic', 'Live']",LFPG,CDG,Paris,Europe/Paris,2025-12-20 09:35Z,2025-12-20 10:35+01:00,2025-12-20 09:35Z,2025-12-20 10:35+01:00,"['Basic', 'Live']",,,Airbus A330-300,SriLankan,UL,ALK,2C,,,,,,,,,,,
SN 9638,,Expected,IsCodeshared,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,E73,"['Basic', 'Live']",LFPG,CDG,Paris,Europe/Paris,2025-12-20 09:35Z,2025-12-20 10:35+01:00,2025-12-20 09:35Z,2025-12-20 10:35+01:00,"['Basic', 'Live']",,,Airbus A330-300,Brussels,SN,BEL,2C,,,,,,,,,,,
LH 6825,,Expected,IsCodeshared,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,E73,"['Basic', 'Live']",LFPG,CDG,Paris,Europe/Paris,2025-12-20 09:35Z,2025-12-20 10:35+01:00,2025-12-20 09:35Z,2025-12-20 10:35+01:00,"['Basic', 'Live']",,,Airbus A330-300,Lufthansa,LH,DLH,2C,,,,,,,,,,,
EK 5761,,Departed,IsCodeshared,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,D45,"['Basic', 'Live']",CYQR,YQR,Regina,America/Regina,2025-12-20 05:19Z,2025-12-19 23:19-06:00,2025-12-20 05:34Z,2025-12-19 23:34-06:00,"['Basic', 'Live']",,,Airbus A320,Emirates,EK,UAE,,,,,,,,,,,,
AC 1119,,Departed,IsOperator,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,D45,"['Basic', 'Live']",CYQR,YQR,Regina,America/Regina,2025-12-20 05:19Z,2025-12-19 23:19-06:00,2025-12-20 05:34Z,2025-12-19 23:34-06:00,"['Basic', 'Live']",,,Airbus A321,Air Canada,AC,ACA,,,,,,,,,,,,
UA 8325,,Departed,IsCodeshared,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,D45,"['Basic', 'Live']",CYQR,YQR,Regina,America/Regina,2025-12-20 05:19Z,2025-12-19 23:19-06:00,2025-12-20 05:34Z,2025-12-19 23:34-06:00,"['Basic', 'Live']",,,Airbus A320,United,UA,UAL,,,,,,,,,,,,
AV 6966,,Departed,IsCodeshared,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,D45,"['Basic', 'Live']",CYQR,YQR,Regina,America/Regina,2025-12-20 05:19Z,2025-12-19 23:19-06:00,2025-12-20 05:34Z,2025-12-19 23:34-06:00,"['Basic', 'Live']",,,Airbus A320,Avianca,AV,AVA,,,,,,,,,,,,
AC 724,ACA724,Expected,IsOperator,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,F51,"['Basic', 'Live']",KLGA,LGA,New York,America/New_York,2025-12-20 03:33Z,2025-12-19 22:33-05:00,,,['Basic'],C-GVUN,C07E32,Airbus A220-300,Air Canada,AC,ACA,B,,,,,,,,,,,
UA 8146,ACA724,Expected,IsCodeshared,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,F51,"['Basic', 'Live']",KLGA,LGA,New York,America/New_York,2025-12-20 03:33Z,2025-12-19 22:33-05:00,,,['Basic'],C-GVUN,C07E32,Airbus A220-300,United,UA,UAL,B,,,,,,,,,,,
AC 8556,,Expected,IsOperator,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,F99,"['Basic', 'Live']",KJFK,JFK,New York,America/New_York,2025-12-20 03:39Z,2025-12-19 22:39-05:00,,,['Basic'],,,Embraer 175,Air Canada,AC,ACA,7,,,,,,,,,,,
AC 1628,,Expected,IsOperator,False,departures,2025-12-20 01:55Z,2025-12-19 20:55-05:00,2025-12-20 01:55Z,2025-12-19 20:55-05:00,1,F57,"['Basic', 'Live']",KFLL,FLL,Fort Lauderdale,America/New_York,2025-12-20 05:12Z,2025-12-20 00:12-05:00,,,['Basic'],,,Airbus A319,Air Canada,AC,ACA,2,,,,,,,,,,,
PD 133,,Expected,IsOperator,False,departures,2025-12-20 02:00Z,2025-12-19 21:00-05:00,2025-12-20 02:00Z,2025-12-19 21:00-05:00,3,B38,"['Basic', 'Live']",CYUL,YUL,Montreal,America/Toronto,2025-12-20 03:25Z,2025-12-19 22:25-05:00,2025-12-20 03:25Z,2025-12-19 22:25-05:00,"['Basic', 'Live']",,,,Porter,PD,POE,,,4,,,,,,,,,
TS 7889,,Expected,IsCodeshared,False,departures,2025-12-20 02:00Z,2025-12-19 21:00-05:00,2025-12-20 02:00Z,2025-12-19 21:00-05:00,3,B38,"['Basic', 'Live']",CYUL,YUL,Montreal,America/Toronto,2025-12-20 03:25Z,2025-12-19 22:25-05:00,2025-12-20 03:25Z,2025-12-19 22:25-05:00,"['Basic', 'Live']",,,,Air Transat,TS,TSC,,,4,,,,,,,,,
AC 8788,,Expected,IsOperator,False,departures,2025-12-20 02:00Z,2025-12-19 21:00-05:00,2025-12-20 02:00Z,2025-12-19 21:00-05:00,1,F64,"['Basic', 'Live']",KDCA,DCA,Washington,America/New_York,2025-12-20 03:35Z,2025-12-19 22:35-05:00,,,['Basic'],,,Embraer 175,Air Canada,AC,ACA,1,,,,,,,,,,,
UA 5829,,Expected,IsOperator,False,departures,2025-12-20 02:00Z,2025-12-19 21:00-05:00,2025-12-20 02:00Z,2025-12-19 21:00-05:00,1,F95,"['Basic', 'Live']",KORD,ORD,Chicago,America/Chicago,2025-12-20 04:05Z,2025-12-19 22:05-06:00,,,['Basic'],,,Embraer 175,United,UA,UAL,2,,,,,,,,,,,
AC 4961,,Expected,IsCodeshared,False,departures,2025-12-20 02:00Z,2025-12-19 21:00-05:00,2025-12-20 02:00Z,2025-12-19 21:00-05:00,1,F95,"['Basic', 'Live']",KORD,ORD,Chicago,America/Chicago,2025-12-20 04:05Z,2025-12-19 22:05-06:00,,,['Basic'],,,Embraer 175,Air Canada,AC,ACA,2,,,,,,,,,,,
NZ 9812,,Expected,IsCodeshared,False,departures,2025-12-20 02:00Z,2025-12-19 21:00-05:00,2025-12-20 02:00Z,2025-12-19 21:00-05:00,1,F95,"['Basic', 'Live']",KORD,ORD,Chicago,America/Chicago,2025-12-20 04:05Z,2025-12-19 22:05-06:00,,,['Basic'],,,Embraer 175,Air New Zealand,NZ,ANZ,2,,,,,,,,,,,
F8 613,,Expected,IsOperator,False,departures,2025-12-20 02:00Z,2025-12-19 21:00-05:00,2025-12-20 02:00Z,2025-12-19 21:00-05:00,3,B2C,"['Basic', 'Live']",CYVR,YVR,Vancouver,America/Vancouver,2025-12-20 07:25Z,2025-12-19 23:25-08:00,2025-12-20 07:25Z,2025-12-19 23:25-08:00,"['Basic', 'Live']",,,Boeing 737,Flair,F8,FLE,M,3,,,,,,,,,,
PK 798,,Expected,IsOperator,False,departures,2025-12-20 02:00Z,2025-12-19 21:00-05:00,2025-12-20 02:00Z,2025-12-19 21:00-05:00,3,C35,"['Basic', 'Live']",OPLA,LHE,Lahore,Asia/Karachi,2025-12-20 15:35Z,2025-12-20 20:35+05:00,,,['Basic'],,,Boeing 777,Pakistan International,PK,PIA,M,,,,,,,,,,,
AC 1195,,Unknown,Unknown,False,departures,2025-12-20 02:00Z,2025-12-19 21:00-05:00,,,1,,['Basic'],,,Thunder Bay,,,,,,[],,,Boeing 737,Air Canada,AC,ACA,,,,,,,,,,,,
TP 6572,,Expected,IsCodeshared,False,departures,2025-12-20 02:05Z,2025-12-19 21:05-05:00,2025-12-20 02:05Z,2025-12-19 21:05-05:00,3,B28,"['Basic', 'Live']",LPPD,PDL,Ponta Delgada,Atlantic/Azores,2025-12-20 07:50Z,2025-12-20 06:50-01:00,2025-12-20 07:50Z,2025-12-20 06:50-01:00,"['Basic', 'Live']",,,Airbus A320,TAP Air Portugal,TP,TAP,1,,,,,,,,,,,
S4 322,,Expected,IsOperator,False,departures,2025-12-20 02:05Z,2025-12-19 21:05-05:00,2025-12-20 02:05Z,2025-12-19 21:05-05:00,3,B28,"['Basic', 'Live']",LPPD,PDL,Ponta Delgada,Atlantic/Azores,2025-12-20 07:50Z,2025-12-20 06:50-01:00,2025-12-20 07:50Z,2025-12-20 06:50-01:00,"['Basic', 'Live']",,,Airbus A320,Azores,S4,RZO,1,,,,,,,,,,,
SK 3443,,Delayed,IsCodeshared,False,departures,2025-12-19 23:00Z,2025-12-19 18:00-05:00,2025-12-20 02:10Z,2025-12-19 21:10-05:00,3,A6,"['Basic', 'Live']",KJFK,JFK,New York,America/New_York,,,,,[],,,,SAS,SK,SAS,,,,,,,,,,,,
LA 8647,,Delayed,IsCodeshared,False,departures,2025-12-19 23:00Z,2025-12-19 18:00-05:00,2025-12-20 02:10Z,2025-12-19 21:10-05:00,3,A6,"['Basic', 'Live']",KJFK,JFK,New York,America/New_York,,,,,[],,,,LATAM,LA,LAN,,,,,,,,,,,,
AF 5862,,Delayed,IsCodeshared,False,departures,2025-12-19 23:00Z,2025-12-19 18:00-05:00,2025-12-20 02:10Z,2025-12-19 21:10-05:00,3,A6,"['Basic', 'Live']",KJFK,JFK,New York,America/New_York,,,,,[],,,,Air France,AF,AFR,,,,,,,,,,,,
KL 5743,,Delayed,IsCodeshared,False,departures,2025-12-19 23:00Z,2025-12-19 18:00-05:00,2025-12-20 02:10Z,2025-12-19 21:10-05:00,3,A6,"['Basic', 'Live']",KJFK,JFK,New York,America/New_York,,,,,[],,,,KLM,KL,KLM,,,,,,,,,,,,
WS 6414,,Delayed,IsCodeshared,False,departures,2025-12-19 23:00Z,2025-12-19 18:00-05:00,2025-12-20 02:10Z,2025-12-19 21:10-05:00,3,A6,"['Basic', 'Live']",KJFK,JFK,New York,America/New_York,,,,,[],,,,WestJet,WS,WJA,,,,,,,,,,,,
KE 7417,,Delayed,IsCodeshared,False,departures,2025-12-19 23:00Z,2025-12-19 18:00-05:00,2025-12-20 02:10Z,2025-12-19 21:10-05:00,3,A6,"['Basic', 'Live']",KJFK,JFK,New York,America/New_York,,,,,[],,,,Korean Air,KE,KAL,,,,,,,,,,,,
VS 4718,,Delayed,IsCodeshared,False,departures,2025-12-19 23:00Z,2025-12-19 18:00-05:00,2025-12-20 02:10Z,2025-12-19 21:10-05:00,3,A6,"['Basic', 'Live']",KJFK,JFK,New York,America/New_York,,,,,[],,,,Virgin Atlantic,VS,VIR,,,,,,,,,,,,
DL 5081,,Delayed,IsOperator,False,departures,2025-12-19 23:00Z,2025-12-19 18:00-05:00,2025-12-20 02:10Z,2025-12-19 21:10-05:00,3,A6,"['Basic', 'Live']",KJFK,JFK,New York,America/New_York,,,,,[],,,Bombardier CRJ900,Delta Air Lines,DL,DAL,,,,,,,,,,,,
AC 1544,,Expected,IsOperator,False,departures,2025-12-20 02:10Z,2025-12-19 21:10-05:00,2025-12-20 02:10Z,2025-12-19 21:10-05:00,1,D36,"['Basic', 'Live']",CYYG,YYG,Charlottetown,America/Halifax,2025-12-20 04:20Z,2025-12-20 00:20-04:00,,,['Basic'],,,Airbus A319,Air Canada,AC,ACA,,,,,,,,,,,,
UA 8275,,Expected,IsCodeshared,False,departures,2025-12-20 02:10Z,2025-12-19 21:10-05:00,2025-12-20 02:10Z,2025-12-19 21:10-05:00,1,D36,"['Basic', 'Live']",CYYG,YYG,Charlottetown,America/Halifax,2025-12-20 04:20Z,2025-12-20 00:20-04:00,,,['Basic'],,,Airbus A319,United,UA,UAL,,,,,,,,,,,,
UA 8493,,Expected,IsCodeshared,False,departures,2025-12-20 02:10Z,2025-12-19 21:10-05:00,2025-12-20 02:10Z,2025-12-19 21:10-05:00,1,D38,"['Basic', 'Live']",CYQT,YQT,Thunder Bay,America/Toronto,2025-12-20 04:05Z,2025-12-19 23:05-05:00,,,['Basic'],,,Airbus A319,United,UA,UAL,,,,,,,,,,,,
LH 6605,,Expected,IsCodeshared,False,departures,2025-12-20 02:10Z,2025-12-19 21:10-05:00,2025-12-20 02:10Z,2025-12-19 21:10-05:00,1,D38,"['Basic', 'Live']",CYQT,YQT,Thunder Bay,America/Toronto,2025-12-20 04:05Z,2025-12-19 23:05-05:00,,,['Basic'],,,Airbus A319,Lufthansa,LH,DLH,,,,,,,,,,,,
AC 1513,,Expected,IsOperator,False,departures,2025-12-20 02:10Z,2025-12-19 21:10-05:00,2025-12-20 02:10Z,2025-12-19 21:10-05:00,1,D38,"['Basic', 'Live']",CYQT,YQT,Thunder Bay,America/Toronto,2025-12-20 04:05Z,2025-12-19 23:05-05:00,,,['Basic'],,,Airbus A319,Air Canada,AC,ACA,,,,,,,,,,,,
PD 211,,Expected,IsOperator,False,departures,2025-12-20 02:10Z,2025-12-19 21:10-05:00,2025-12-20 02:10Z,2025-12-19 21:10-05:00,3,B37,"['Basic', 'Live']",CYHZ,YHZ,Halifax,America/Halifax,2025-12-20 04:22Z,2025-12-20 00:22-04:00,2025-12-20 04:22Z,2025-12-20 00:22-04:00,"['Basic', 'Live']",,,,Porter,PD,POE,,,10,,,,,,,,,
AA 9108,,Expected,IsCodeshared,False,departures,2025-12-20 02:10Z,2025-12-19 21:10-05:00,2025-12-20 02:10Z,2025-12-19 21:10-05:00,3,B37,"['Basic', 'Live']",CYHZ,YHZ,Halifax,America/Halifax,2025-12-20 04:22Z,2025-12-20 00:22-04:00,2025-12-20 04:22Z,2025-12-20 00:22-04:00,"['Basic', 'Live']",,,,American,AA,AAL,,,10,,,,,,,,,
TS 7411,,Expected,IsCodeshared,False,departures,2025-12-20 02:10Z,2025-12-19 21:10-05:00,2025-12-20 02:10Z,2025-12-19 21:10-05:00,3,B37,"['Basic', 'Live']",CYHZ,YHZ,Halifax,America/Halifax,2025-12-20 04:22Z,2025-12-20 00:22-04:00,2025-12-20 04:22Z,2025-12-20 00:22-04:00,"['Basic', 'Live']",,,,Air Transat,TS,TSC,,,10,,,,,,,,,
AC 8884,,Expected,IsOperator,False,departures,2025-12-20 02:10Z,2025-12-19 21:10-05:00,2025-12-20 02:10Z,2025-12-19 21:10-05:00,1,F87,"['Basic', 'Live']",KEWR,EWR,Newark,America/New_York,2025-12-20 03:48Z,2025-12-19 22:48-05:00,,,['Basic'],,,Bombardier CRJ900,Air Canada,AC,ACA,A,,,,,,,,,,,
AC 8936,,Expected,IsOperator,False,departures,2025-12-20 02:10Z,2025-12-19 21:10-05:00,2025-12-20 02:10Z,2025-12-19 21:10-05:00,1,F84,"['Basic', 'Live']",KPHL,PHL,Philadelphia,America/New_York,2025-12-20 03:46Z,2025-12-19 22:46-05:00,,,['Basic'],,,Bombardier CRJ900,Air Canada,AC,ACA,D,,,,,,,,,,,
AC 8749,,Delayed,IsOperator,False,departures,2025-12-19 23:55Z,2025-12-19 18:55-05:00,2025-12-20 02:10Z,2025-12-19 21:10-05:00,1,F62,"['Basic', 'Live']",KCLT,CLT,Charlotte,America/New_York,,,,,[],,,Embraer 175,Air Canada,AC,ACA,,,,,,,,,,,,
UA 8538,,Expected,IsCodeshared,False,departures,2025-12-20 02:15Z,2025-12-19 21:15-05:00,2025-12-20 02:15Z,2025-12-19 21:15-05:00,1,D32,"['Basic', 'Live']",CYHZ,YHZ,Halifax,America/Halifax,2025-12-20 04:26Z,2025-12-20 00:26-04:00,2025-12-20 07:26Z,2025-12-20 03:26-04:00,"['Basic', 'Live']",,,Airbus A321,United,UA,UAL,,,15,,,,,,,,,
LH 6622,,Expected,IsCodeshared,False,departures,2025-12-20 02:15Z,2025-12-19 21:15-05:00,2025-12-20 02:15Z,2025-12-19 21:15-05:00,1,D32,"['Basic', 'Live']",CYHZ,YHZ,Halifax,America/Halifax,2025-12-20 04:26Z,2025-12-20 00:26-04:00,2025-12-20 07:26Z,2025-12-20 03:26-04:00,"['Basic', 'Live']",,,Airbus A321,Lufthansa,LH,DLH,,,15,,,,,,,,,
AC 1538,,Expected,IsOperator,False,departures,2025-12-20 02:15Z,2025-12-19 21:15-05:00,2025-12-20 02:15Z,2025-12-19 21:15-05:00,1,D32,"['Basic', 'Live']",CYHZ,YHZ,Halifax,America/Halifax,2025-12-20 04:26Z,2025-12-20 00:26-04:00,2025-12-20 07:26Z,2025-12-20 03:26-04:00,"['Basic', 'Live']",,,Airbus A321,Air Canada,AC,ACA,,,15,,,,,,,,,
OS 8193,,Expected,IsCodeshared,False,departures,2025-12-20 02:15Z,2025-12-19 21:15-05:00,2025-12-20 02:15Z,2025-12-19 21:15-05:00,1,D34,"['Basic', 'Live']",CYEG,YEG,Edmonton,America/Edmonton,2025-12-20 06:38Z,2025-12-19 23:38-07:00,2025-12-20 06:38Z,2025-12-19 23:38-07:00,"['Basic', 'Live']",,,Boeing 737,Austrian,OS,AUA,,10,,,,,,,,,,
TK 8696,,Expected,IsCodeshared,False,departures,2025-12-20 02:15Z,2025-12-19 21:15-05:00,2025-12-20 02:15Z,2025-12-19 21:15-05:00,1,D34,"['Basic', 'Live']",CYEG,YEG,Edmonton,America/Edmonton,2025-12-20 06:38Z,2025-12-19 23:38-07:00,2025-12-20 06:38Z,2025-12-19 23:38-07:00,"['Basic', 'Live']",,,Boeing 737,Turkish,TK,THY,,10,,,,,,,,,,
