number,callSign,status,codeshareStatus,isCargo,direction,departure.scheduledTime.utc,departure.scheduledTime.local,departure.revisedTime.utc,departure.revisedTime.local,departure.terminal,departure.gate,departure.quality,arrival.airport.icao,arrival.airport.iata,arrival.airport.name,arrival.airport.timeZone,arrival.scheduledTime.utc,arrival.scheduledTime.local,arrival.revisedTime.utc,arrival.revisedTime.local,arrival.quality,aircraft.reg,aircraft.modeS,aircraft.model,airline.name,airline.iata,airline.icao,arrival.terminal,arrival.baggageBelt,arrival.gate,arrival.runwayTime.utc,arrival.runwayTime.local,departure.runwayTime.utc,departure.runwayTime.local,departure.airport.icao,departure.airport.iata,departure.airport.name,departure.airport.timeZone,departure.checkInDesk
AV 6931,,Expected,IsCodeshared,False,arrivals,2025-12-20 00:35Z,2025-12-19 19:35-05:00,,,,,['Basic'],,,,,2025-12-20 02:23Z,2025-12-19 21:23-05:00,2025-12-20 02:23Z,2025-12-19 21:23-05:00,"['Basic', 'Live']",,,Airbus A321,Avianca,AV,AVA,1,4,D28,,,,,CYQB,YQB,Quebec,America/Toronto,
UA 8259,,Expected,IsCodeshared,False,arrivals,2025-12-20 00:35Z,2025-12-19 19:35-05:00,,,,,['Basic'],,,,,2025-12-20 02:23Z,2025-12-19 21:23-05:00,2025-12-20 02:23Z,2025-12-19 21:23-05:00,"['Basic', 'Live']",,,Airbus A321,United,UA,UAL,1,4,D28,,,,,CYQB,YQB,Quebec,America/Toronto,
CX 1611,,Expected,IsCodeshared,False,arrivals,2025-12-20 00:35Z,2025-12-19 19:35-05:00,,,,,['Basic'],,,,,2025-12-20 02:23Z,2025-12-19 21:23-05:00,2025-12-20 02:23Z,2025-12-19 21:23-05:00,"['Basic', 'Live']",,,Airbus A321,Cathay Pacific,CX,CPA,1,4,D28,,,,,CYQB,YQB,Quebec,America/Toronto,
AC 1387,,Expected,IsOperator,False,arrivals,2025-12-20 00:35Z,2025-12-19 19:35-05:00,,,,,['Basic'],,,,,2025-12-20 02:23Z,2025-12-19 21:23-05:00,2025-12-20 02:23Z,2025-12-19 21:23-05:00,"['Basic', 'Live']",,,Airbus A321,Air Canada,AC,ACA,1,4,D28,,,,,CYQB,YQB,Quebec,America/Toronto,
AV 6968,,Expected,IsCodeshared,False,arrivals,,,,,,,[],,,,,2025-12-20 02:23Z,2025-12-19 21:23-05:00,2025-12-20 02:23Z,2025-12-19 21:23-05:00,"['Basic', 'Live']",,,,Avianca,AV,AVA,1,4,D33,,,,,CYYC,YYC,Calgary,America/Edmonton,
OS 8296,,Expected,IsCodeshared,False,arrivals,,,,,,,[],,,,,2025-12-20 02:23Z,2025-12-19 21:23-05:00,2025-12-20 02:23Z,2025-12-19 21:23-05:00,"['Basic', 'Live']",,,,Austrian,OS,AUA,1,4,D33,,,,,CYYC,YYC,Calgary,America/Edmonton,
AC 148,,Expected,IsOperator,False,arrivals,,,,,,,[],,,,,2025-12-20 02:23Z,2025-12-19 21:23-05:00,2025-12-20 02:23Z,2025-12-19 21:23-05:00,"['Basic', 'Live']",,,Airbus A321,Air Canada,AC,ACA,1,4,D33,,,,,CYYC,YYC,Calgary,America/Edmonton,
LO 4110,,Expected,IsCodeshared,False,arrivals,,,,,,,[],,,,,2025-12-20 02:23Z,2025-12-19 21:23-05:00,2025-12-20 02:23Z,2025-12-19 21:23-05:00,"['Basic', 'Live']",,,,LOT - Polish,LO,LOT,1,4,D33,,,,,CYYC,YYC,Calgary,America/Edmonton,
OS 8351,,Expected,IsCodeshared,False,arrivals,2025-12-19 22:00Z,2025-12-19 14:00-08:00,2025-12-20 01:50Z,2025-12-19 17:50-08:00,M,C49,"['Basic', 'Live']",,,,,2025-12-20 02:24Z,2025-12-19 21:24-05:00,2025-12-20 02:24Z,2025-12-19 21:24-05:00,"['Basic', 'Live']",,,Boeing 787-9,Austrian,OS,AUA,1,3,D39,,,,,CYVR,YVR,Vancouver,America/Vancouver,041-058
LO 4102,,Expected,IsCodeshared,False,arrivals,2025-12-19 22:00Z,2025-12-19 14:00-08:00,2025-12-20 01:50Z,2025-12-19 17:50-08:00,M,C49,"['Basic', 'Live']",,,,,2025-12-20 02:24Z,2025-12-19 21:24-05:00,2025-12-20 02:24Z,2025-12-19 21:24-05:00,"['Basic', 'Live']",,,Boeing 787-9,LOT - Polish,LO,LOT,1,3,D39,,,,,CYVR,YVR,Vancouver,America/Vancouver,041-058
AC 116,,Expected,IsOperator,False,arrivals,2025-12-19 22:00Z,2025-12-19 14:00-08:00,2025-12-20 01:50Z,2025-12-19 17:50-08:00,M,C49,"['Basic', 'Live']",,,,,2025-12-20 02:24Z,2025-12-19 21:24-05:00,2025-12-20 02:24Z,2025-12-19 21:24-05:00,"['Basic', 'Live']",,,Boeing 787-8,Air Canada,AC,ACA,1,3,D39,,,,,CYVR,YVR,Vancouver,America/Vancouver,041-058
AV 6990,,Expected,IsCodeshared,False,arrivals,2025-12-19 22:00Z,2025-12-19 14:00-08:00,2025-12-20 01:50Z,2025-12-19 17:50-08:00,M,C49,"['Basic', 'Live']",,,,,2025-12-20 02:24Z,2025-12-19 21:24-05:00,2025-12-20 02:24Z,2025-12-19 21:24-05:00,"['Basic', 'Live']",,,Boeing 787-9,Avianca,AV,AVA,1,3,D39,,,,,CYVR,YVR,Vancouver,America/Vancouver,041-058
NZ 4802,,Expected,IsCodeshared,False,arrivals,2025-12-19 22:00Z,2025-12-19 14:00-08:00,2025-12-20 01:50Z,2025-12-19 17:50-08:00,M,C49,"['Basic', 'Live']",,,,,2025-12-20 02:24Z,2025-12-19 21:24-05:00,2025-12-20 02:24Z,2025-12-19 21:24-05:00,"['Basic', 'Live']",,,Boeing 787-9,Air New Zealand,NZ,ANZ,1,3,D39,,,,,CYVR,YVR,Vancouver,America/Vancouver,041-058
AC 3672,,Expected,IsCodeshared,False,arrivals,2025-12-20 00:27Z,2025-12-19 19:27-05:00,,,C,,['Basic'],,,,,2025-12-20 02:24Z,2025-12-19 21:24-05:00,2025-12-20 02:24Z,2025-12-19 21:24-05:00,"['Basic', 'Live']",,,Embraer 175,Air Canada,AC,ACA,1,11,F64,,,,,KEWR,EWR,Newark,America/New_York,
UA 3434,,Expected,IsOperator,False,arrivals,2025-12-20 00:27Z,2025-12-19 19:27-05:00,,,C,,['Basic'],,,,,2025-12-20 02:24Z,2025-12-19 21:24-05:00,2025-12-20 02:24Z,2025-12-19 21:24-05:00,"['Basic', 'Live']",,,Embraer 175,United,UA,UAL,1,11,F64,,,,,KEWR,EWR,Newark,America/New_York,
UA 8029,,Expected,IsCodeshared,False,arrivals,2025-12-20 00:35Z,2025-12-19 19:35-05:00,,,,,['Basic'],,,,,2025-12-20 02:25Z,2025-12-19 21:25-05:00,2025-12-20 02:25Z,2025-12-19 21:25-05:00,"['Basic', 'Live']",,,Airbus A319,United,UA,UAL,1,4,D26,,,,,CYQT,YQT,Thunder Bay,America/Toronto,
AC 1512,,Expected,IsOperator,False,arrivals,2025-12-20 00:35Z,2025-12-19 19:35-05:00,,,,,['Basic'],,,,,2025-12-20 02:25Z,2025-12-19 21:25-05:00,2025-12-20 02:25Z,2025-12-19 21:25-05:00,"['Basic', 'Live']",,,Airbus A319,Air Canada,AC,ACA,1,4,D26,,,,,CYQT,YQT,Thunder Bay,America/Toronto,
AC 1293,ACA1293,Expected,IsOperator,False,arrivals,2025-12-19 23:20Z,2025-12-19 18:20-05:00,2025-12-20 01:30Z,2025-12-19 20:30-05:00,,,"['Basic', 'Live']",,,,,2025-12-20 02:25Z,2025-12-19 21:25-05:00,2025-12-20 02:25Z,2025-12-19 21:25-05:00,"['Basic', 'Live']",C-GVUO,C07E33,Airbus A220-300,Air Canada,AC,ACA,1,10,F97,,,,,KRSW,RSW,Fort Myers,America/New_York,
IB 4850,,Expected,IsCodeshared,False,arrivals,2025-12-20 00:31Z,2025-12-19 18:31-06:00,,,3,,['Basic'],,,,,2025-12-20 02:26Z,2025-12-19 21:26-05:00,2025-12-20 02:26Z,2025-12-19 21:26-05:00,"['Basic', 'Live']",,,Embraer 170,Iberia,IB,IBE,3,5,A12,,,,,KORD,ORD,Chicago,America/Chicago,
QR 9524,,Expected,IsCodeshared,False,arrivals,2025-12-20 00:31Z,2025-12-19 18:31-06:00,,,3,,['Basic'],,,,,2025-12-20 02:26Z,2025-12-19 21:26-05:00,2025-12-20 02:26Z,2025-12-19 21:26-05:00,"['Basic', 'Live']",,,Embraer 170,Qatar,QR,QTR,3,5,A12,,,,,KORD,ORD,Chicago,America/Chicago,
RJ 7953,,Expected,IsCodeshared,False,arrivals,2025-12-20 00:31Z,2025-12-19 18:31-06:00,,,3,,['Basic'],,,,,2025-12-20 02:26Z,2025-12-19 21:26-05:00,2025-12-20 02:26Z,2025-12-19 21:26-05:00,"['Basic', 'Live']",,,Embraer 170,Royal Jordanian,RJ,RJA,3,5,A12,,,,,KORD,ORD,Chicago,America/Chicago,
PD 6031,,Expected,IsCodeshared,False,arrivals,2025-12-20 00:31Z,2025-12-19 18:31-06:00,,,3,,['Basic'],,,,,2025-12-20 02:26Z,2025-12-19 21:26-05:00,2025-12-20 02:26Z,2025-12-19 21:26-05:00,"['Basic', 'Live']",,,Embraer 170,Porter,PD,POE,3,5,A12,,,,,KORD,ORD,Chicago,America/Chicago,
AA 3456,,Expected,IsOperator,False,arrivals,2025-12-20 00:31Z,2025-12-19 18:31-06:00,,,3,,['Basic'],,,,,2025-12-20 02:26Z,2025-12-19 21:26-05:00,2025-12-20 02:26Z,2025-12-19 21:26-05:00,"['Basic', 'Live']",,,Embraer 170,American,AA,AAL,3,5,A12,,,,,KORD,ORD,Chicago,America/Chicago,
AS 4022,,Expected,IsCodeshared,False,arrivals,2025-12-20 00:31Z,2025-12-19 18:31-06:00,,,3,,['Basic'],,,,,2025-12-20 02:26Z,2025-12-19 21:26-05:00,2025-12-20 02:26Z,2025-12-19 21:26-05:00,"['Basic', 'Live']",,,Embraer 170,Alaska,AS,ASA,3,5,A12,,,,,KORD,ORD,Chicago,America/Chicago,
QF 3303,,Expected,IsCodeshared,False,arrivals,2025-12-20 00:31Z,2025-12-19 18:31-06:00,,,3,,['Basic'],,,,,2025-12-20 02:26Z,2025-12-19 21:26-05:00,2025-12-20 02:26Z,2025-12-19 21:26-05:00,"['Basic', 'Live']",,,Embraer 170,Qantas,QF,QFA,3,5,A12,,,,,KORD,ORD,Chicago,America/Chicago,
AC 1871,,Delayed,IsOperator,False,arrivals,2025-12-19 20:50Z,2025-12-19 14:50-06:00,,,,,['Basic'],,,,,2025-12-20 01:10Z,2025-12-19 20:10-05:00,2025-12-20 02:33Z,2025-12-19 21:33-05:00,"['Basic', 'Live']",,,Airbus A319,Air Canada,AC,ACA,1,7,E67,,,,,MZBZ,BZE,Belize City,America/Belize,
AC 725,ACA725,Expected,IsOperator,False,arrivals,2025-12-20 00:50Z,2025-12-19 19:50-05:00,2025-12-20 00:50Z,2025-12-19 19:50-05:00,B,,"['Basic', 'Live']",,,,,2025-12-20 02:33Z,2025-12-19 21:33-05:00,2025-12-20 02:33Z,2025-12-19 21:33-05:00,"['Basic', 'Live']",C-GEKH,C05044,Boeing 737-800,Air Canada,AC,ACA,1,9,F57,,,,,KLGA,LGA,New York,America/New_York,
UA 8024,ACA725,Expected,IsCodeshared,False,arrivals,2025-12-20 00:50Z,2025-12-19 19:50-05:00,2025-12-20 00:50Z,2025-12-19 19:50-05:00,B,,"['Basic', 'Live']",,,,,2025-12-20 02:33Z,2025-12-19 21:33-05:00,2025-12-20 02:33Z,2025-12-19 21:33-05:00,"['Basic', 'Live']",C-GEKH,C05044,Boeing 737-800,United,UA,UAL,1,9,F57,,,,,KLGA,LGA,New York,America/New_York,
AC 1716,,Unknown,Unknown,False,arrivals,,,,,,,[],,,,,2025-12-20 02:33Z,2025-12-19 21:33-05:00,,,['Basic'],,,Airbus A319,Air Canada,AC,ACA,1,,,,,,,,,Nashville,,
AC 935,ACA935,Expected,IsOperator,False,arrivals,2025-12-19 21:45Z,2025-12-19 17:45-04:00,,,A,,['Basic'],,,,,2025-12-20 02:35Z,2025-12-19 21:35-05:00,2025-12-20 02:35Z,2025-12-19 21:35-05:00,"['Basic', 'Live']",C-FFNW,C00E9D,Boeing 737 MAX 8,Air Canada,AC,ACA,1,6,F96,,,,,MDPC,PUJ,Punta Cana,America/Santo_Domingo,
TS 7673,POE672,Expected,IsCodeshared,False,arrivals,2025-12-19 21:40Z,2025-12-19 13:40-08:00,2025-12-19 22:18Z,2025-12-19 14:18-08:00,ITM,B2,"['Basic', 'Live']",,,,,2025-12-20 02:39Z,2025-12-19 21:39-05:00,2025-12-20 02:39Z,2025-12-19 21:39-05:00,"['Basic', 'Live']",,,E295,Air Transat,TS,TSC,3,9,A10,,,2025-12-19 22:10Z,2025-12-19 14:10-08:00,KSFO,SFO,San Francisco,America/Los_Angeles,137-140
AA 9132,POE672,Expected,IsCodeshared,False,arrivals,2025-12-19 21:40Z,2025-12-19 13:40-08:00,2025-12-19 22:18Z,2025-12-19 14:18-08:00,ITM,B2,"['Basic', 'Live']",,,,,2025-12-20 02:39Z,2025-12-19 21:39-05:00,2025-12-20 02:39Z,2025-12-19 21:39-05:00,"['Basic', 'Live']",,,E295,American,AA,AAL,3,9,A10,,,2025-12-19 22:10Z,2025-12-19 14:10-08:00,KSFO,SFO,San Francisco,America/Los_Angeles,137-140
PD 672,POE672,Expected,IsOperator,False,arrivals,2025-12-19 21:40Z,2025-12-19 13:40-08:00,2025-12-19 22:18Z,2025-12-19 14:18-08:00,ITM,B2,"['Basic', 'Live']",,,,,2025-12-20 02:39Z,2025-12-19 21:39-05:00,2025-12-20 02:39Z,2025-12-19 21:39-05:00,"['Basic', 'Live']",C-GKXN,C06174,Embraer 195,Porter,PD,POE,3,9,A10,,,2025-12-19 22:10Z,2025-12-19 14:10-08:00,KSFO,SFO,San Francisco,America/Los_Angeles,137-140
WS 2501,,Expected,IsOperator,False,arrivals,2025-12-19 21:20Z,2025-12-19 15:20-06:00,,,,,['Basic'],,,,,2025-12-20 02:41Z,2025-12-19 21:41-05:00,2025-12-20 02:41Z,2025-12-19 21:41-05:00,"['Basic', 'Live']",,,Boeing 737-800,WestJet,WS,WJA,3,6,B17,,,,,MRLB,LIR,Liberia,America/Costa_Rica,
YX 4369,,Expected,IsCodeshared,False,arrivals,2025-12-20 00:50Z,2025-12-19 19:50-05:00,,,B,,['Basic'],,,,,2025-12-20 02:43Z,2025-12-19 21:43-05:00,2025-12-20 02:43Z,2025-12-19 21:43-05:00,"['Basic', 'Live']",,,Embraer 175,Republic,YX,RPA,3,5,A16,,,,,KLGA,LGA,New York,America/New_York,
AA 4369,,Expected,IsOperator,False,arrivals,2025-12-20 00:50Z,2025-12-19 19:50-05:00,,,B,,['Basic'],,,,,2025-12-20 02:43Z,2025-12-19 21:43-05:00,2025-12-20 02:43Z,2025-12-19 21:43-05:00,"['Basic', 'Live']",,,Embraer 175,American,AA,AAL,3,5,A16,,,,,KLGA,LGA,New York,America/New_York,
HRT 119,HRT119,Expected,IsOperator,False,arrivals,2025-12-20 00:00Z,2025-12-19 19:00-05:00,2025-12-20 00:00Z,2025-12-19 19:00-05:00,,,"['Basic', 'Live']",,,,,2025-12-20 02:43Z,2025-12-19 21:43-05:00,,,['Basic'],C-GWPB,C08048,Gulfstream G200,Chartright Air,,HRT,,,,,,,,KPBI,PBI,West Palm Beach,America/New_York,
AC 467,,Expected,IsOperator,False,arrivals,2025-12-20 01:25Z,2025-12-19 20:25-05:00,2025-12-20 02:15Z,2025-12-19 21:15-05:00,D,16,"['Basic', 'Live']",,,,,2025-12-20 02:45Z,2025-12-19 21:45-05:00,2025-12-20 02:45Z,2025-12-19 21:45-05:00,"['Basic', 'Live']",,,Airbus A220-300,Air Canada,AC,ACA,1,2,D38,,,,,CYOW,YOW,Ottawa,America/Toronto,
BR 3141,,Expected,IsCodeshared,False,arrivals,2025-12-20 01:25Z,2025-12-19 20:25-05:00,2025-12-20 02:15Z,2025-12-19 21:15-05:00,D,16,"['Basic', 'Live']",,,,,2025-12-20 02:45Z,2025-12-19 21:45-05:00,2025-12-20 02:45Z,2025-12-19 21:45-05:00,"['Basic', 'Live']",,,Airbus A220-300,EVA Air,BR,EVA,1,2,D38,,,,,CYOW,YOW,Ottawa,America/Toronto,
AC 1771,ACA1771,Expected,IsOperator,False,arrivals,2025-12-19 21:45Z,2025-12-19 15:45-06:00,,,,,['Basic'],,,,,2025-12-20 02:50Z,2025-12-19 21:50-05:00,2025-12-20 02:50Z,2025-12-19 21:50-05:00,"['Basic', 'Live']",C-FYJE,C0404F,Airbus A319,Air Canada,AC,ACA,1,7,F95,,,,,MMBT,HUX,Santa María Huatulco,America/Mexico_City,
AC 1298,ACA1298,Expected,IsOperator,False,arrivals,2025-12-20 00:05Z,2025-12-19 18:05-06:00,2025-12-20 01:00Z,2025-12-19 19:00-06:00,,,"['Basic', 'Live']",,,,,2025-12-20 02:52Z,2025-12-19 21:52-05:00,2025-12-20 02:52Z,2025-12-19 21:52-05:00,"['Basic', 'Live']",C-GUPK,C07B09,Airbus A220-300,Air Canada,AC,ACA,1,10,F36,,,,,KMSY,MSY,New Orleans,America/Chicago,
UA 8050,ACA1298,Expected,IsCodeshared,False,arrivals,2025-12-20 00:05Z,2025-12-19 18:05-06:00,2025-12-20 01:00Z,2025-12-19 19:00-06:00,,,"['Basic', 'Live']",,,,,2025-12-20 02:52Z,2025-12-19 21:52-05:00,2025-12-20 02:52Z,2025-12-19 21:52-05:00,"['Basic', 'Live']",C-GUPK,C07B09,Airbus A220-300,United,UA,UAL,1,10,F36,,,,,KMSY,MSY,New Orleans,America/Chicago,
DL 7065,,Expected,IsCodeshared,False,arrivals,2025-12-19 22:15Z,2025-12-19 14:15-08:00,2025-12-19 22:36Z,2025-12-19 14:36-08:00,M,B14,"['Basic', 'Live']",,,,,2025-12-20 02:53Z,2025-12-19 21:53-05:00,2025-12-20 02:53Z,2025-12-19 21:53-05:00,"['Basic', 'Live']",,,Boeing 737 MAX 8,Delta Air Lines,DL,DAL,3,1,B28,,,,,CYVR,YVR,Vancouver,America/Vancouver,013-034
KE 6623,,Expected,IsCodeshared,False,arrivals,2025-12-19 22:15Z,2025-12-19 14:15-08:00,2025-12-19 22:36Z,2025-12-19 14:36-08:00,M,B14,"['Basic', 'Live']",,,,,2025-12-20 02:53Z,2025-12-19 21:53-05:00,2025-12-20 02:53Z,2025-12-19 21:53-05:00,"['Basic', 'Live']",,,Boeing 737 MAX 8,Korean Air,KE,KAL,3,1,B28,,,,,CYVR,YVR,Vancouver,America/Vancouver,013-034
AF 3004,,Expected,IsCodeshared,False,arrivals,2025-12-19 22:15Z,2025-12-19 14:15-08:00,2025-12-19 22:36Z,2025-12-19 14:36-08:00,M,B14,"['Basic', 'Live']",,,,,2025-12-20 02:53Z,2025-12-19 21:53-05:00,2025-12-20 02:53Z,2025-12-19 21:53-05:00,"['Basic', 'Live']",,,Boeing 737 MAX 8,Air France,AF,AFR,3,1,B28,,,,,CYVR,YVR,Vancouver,America/Vancouver,013-034
CX 7048,,Expected,IsCodeshared,False,arrivals,2025-12-19 22:15Z,2025-12-19 14:15-08:00,2025-12-19 22:36Z,2025-12-19 14:36-08:00,M,B14,"['Basic', 'Live']",,,,,2025-12-20 02:53Z,2025-12-19 21:53-05:00,2025-12-20 02:53Z,2025-12-19 21:53-05:00,"['Basic', 'Live']",,,Boeing 737 MAX 8,Cathay Pacific,CX,CPA,3,1,B28,,,,,CYVR,YVR,Vancouver,America/Vancouver,013-034
WS 714,,Expected,IsOperator,False,arrivals,2025-12-19 22:15Z,2025-12-19 14:15-08:00,2025-12-19 22:36Z,2025-12-19 14:36-08:00,M,B14,"['Basic', 'Live']",,,,,2025-12-20 02:53Z,2025-12-19 21:53-05:00,2025-12-20 02:53Z,2025-12-19 21:53-05:00,"['Basic', 'Live']",,,Boeing 737-800,WestJet,WS,WJA,3,1,B28,,,,,CYVR,YVR,Vancouver,America/Vancouver,013-034
JL 5806,,Expected,IsCodeshared,False,arrivals,2025-12-19 22:15Z,2025-12-19 14:15-08:00,2025-12-19 22:36Z,2025-12-19 14:36-08:00,M,B14,"['Basic', 'Live']",,,,,2025-12-20 02:53Z,2025-12-19 21:53-05:00,2025-12-20 02:53Z,2025-12-19 21:53-05:00,"['Basic', 'Live']",,,Boeing 737 MAX 8,Japan Airlines,,,3,1,B28,,,,,CYVR,YVR,Vancouver,America/Vancouver,013-034
AC 8432,,Expected,IsOperator,False,arrivals,2025-12-20 01:25Z,2025-12-19 20:25-05:00,,,,,['Basic'],,,,,2025-12-20 02:53Z,2025-12-19 21:53-05:00,2025-12-20 02:53Z,2025-12-19 21:53-05:00,"['Basic', 'Live']",,,Bombardier Dash 8 Q400 / DHC-8-400,Air Canada,AC,ACA,1,1,D3,,,,,CYTS,YTS,Timmins,America/Toronto,
PD 766,,Expected,IsOperator,False,arrivals,2025-12-19 22:55Z,2025-12-19 17:55-05:00,,,4,,['Basic'],,,,,2025-12-20 02:55Z,2025-12-19 21:55-05:00,2025-12-20 02:55Z,2025-12-19 21:55-05:00,"['Basic', 'Live']",,,,Porter,PD,POE,3,8,B11,,,,,MMUN,CUN,Cancún,America/Cancun,
PD 772,,Expected,IsOperator,False,arrivals,2025-12-19 22:15Z,2025-12-19 16:15-06:00,,,,,['Basic'],,,,,2025-12-20 02:55Z,2025-12-19 21:55-05:00,2025-12-20 02:55Z,2025-12-19 21:55-05:00,"['Basic', 'Live']",,,,Porter,PD,POE,3,10,C35,,,,,MMPR,PVR,Puerto Vallarta,America/Mexico_City,
YX 4558,,Expected,IsCodeshared,False,arrivals,2025-12-20 01:04Z,2025-12-19 20:04-05:00,,,8,,['Basic'],,,,,2025-12-20 02:59Z,2025-12-19 21:59-05:00,2025-12-20 02:59Z,2025-12-19 21:59-05:00,"['Basic', 'Live']",,,Embraer 175,Republic,YX,RPA,3,6,A7,,,,,KJFK,JFK,New York,America/New_York,
QF 3061,,Expected,IsOperator,False,arrivals,2025-12-20 01:04Z,2025-12-19 20:04-05:00,,,8,,['Basic'],,,,,2025-12-20 02:59Z,2025-12-19 21:59-05:00,2025-12-20 02:59Z,2025-12-19 21:59-05:00,"['Basic', 'Live']",,,Embraer 175,Qantas,QF,QFA,3,6,A7,,,,,KJFK,JFK,New York,America/New_York,
IB 4818,,Expected,IsCodeshared,False,arrivals,2025-12-20 01:04Z,2025-12-19 20:04-05:00,,,8,,['Basic'],,,,,2025-12-20 02:59Z,2025-12-19 21:59-05:00,2025-12-20 02:59Z,2025-12-19 21:59-05:00,"['Basic', 'Live']",,,Embraer 175,Iberia,IB,IBE,3,6,A7,,,,,KJFK,JFK,New York,America/New_York,
AA 4558,,Expected,IsOperator,False,arrivals,2025-12-20 01:04Z,2025-12-19 20:04-05:00,,,8,,['Basic'],,,,,2025-12-20 02:59Z,2025-12-19 21:59-05:00,2025-12-20 02:59Z,2025-12-19 21:59-05:00,"['Basic', 'Live']",,,Embraer 175,American,AA,AAL,3,6,A7,,,,,KJFK,JFK,New York,America/New_York,
QR 9263,,Expected,IsCodeshared,False,arrivals,2025-12-20 01:04Z,2025-12-19 20:04-05:00,,,8,,['Basic'],,,,,2025-12-20 02:59Z,2025-12-19 21:59-05:00,2025-12-20 02:59Z,2025-12-19 21:59-05:00,"['Basic', 'Live']",,,Embraer 175,Qatar,QR,QTR,3,6,A7,,,,,KJFK,JFK,New York,America/New_York,
PD 6030,,Expected,IsCodeshared,False,arrivals,2025-12-20 01:04Z,2025-12-19 20:04-05:00,,,8,,['Basic'],,,,,2025-12-20 02:59Z,2025-12-19 21:59-05:00,2025-12-20 02:59Z,2025-12-19 21:59-05:00,"['Basic', 'Live']",,,Embraer 175,Porter,PD,POE,3,6,A7,,,,,KJFK,JFK,New York,America/New_York,
EAQ 3061,,Expected,IsCodeshared,False,arrivals,2025-12-20 01:04Z,2025-12-19 20:04-05:00,,,8,,['Basic'],,,,,2025-12-20 02:59Z,2025-12-19 21:59-05:00,2025-12-20 02:59Z,2025-12-19 21:59-05:00,"['Basic', 'Live']",,,Embraer 175,Eastern Australia,,EAQ,3,6,A7,,,,,KJFK,JFK,New York,America/New_York,
JL 7813,,Expected,IsCodeshared,False,arrivals,2025-12-20 01:04Z,2025-12-19 20:04-05:00,,,8,,['Basic'],,,,,2025-12-20 02:59Z,2025-12-19 21:59-05:00,2025-12-20 02:59Z,2025-12-19 21:59-05:00,"['Basic', 'Live']",,,Embraer 175,Japan Airlines,,,3,6,A7,,,,,KJFK,JFK,New York,America/New_York,
BA 1740,,Expected,IsCodeshared,False,arrivals,2025-12-20 01:04Z,2025-12-19 20:04-05:00,,,8,,['Basic'],,,,,2025-12-20 02:59Z,2025-12-19 21:59-05:00,2025-12-20 02:59Z,2025-12-19 21:59-05:00,"['Basic', 'Live']",,,Embraer 175,British,BA,BAW,3,6,A7,,,,,KJFK,JFK,New York,America/New_York,
F8 657,,Expected,IsOperator,False,arrivals,2025-12-20 00:20Z,2025-12-19 20:20-04:00,2025-12-20 01:15Z,2025-12-19 21:15-04:00,,18,"['Basic', 'Live']",,,,,2025-12-20 03:00Z,2025-12-19 22:00-05:00,2025-12-20 03:00Z,2025-12-19 22:00-05:00,"['Basic', 'Live']",,,Boeing 737,Flair,F8,FLE,3,2,B2C,,,,,CYHZ,YHZ,Halifax,America/Halifax,
AC 1879,ROU1879,Expected,IsOperator,False,arrivals,2025-12-19 21:15Z,2025-12-19 17:15-04:00,,,,,['Basic'],,,,,2025-12-20 03:00Z,2025-12-19 22:00-05:00,2025-12-20 03:00Z,2025-12-19 22:00-05:00,"['Basic', 'Live']",C-GSJB,C0751C,Airbus A319,Air Canada,AC,ACA,1,5,191,,,,,TLPL,UVF,Vieux Fort,America/St_Lucia,
AC 1320,,Expected,IsOperator,False,arrivals,2025-12-19 21:45Z,2025-12-19 15:45-06:00,,,,,['Basic'],,,,,2025-12-20 03:00Z,2025-12-19 22:00-05:00,2025-12-20 03:00Z,2025-12-19 22:00-05:00,"['Basic', 'Live']",,,Boeing 737,Air Canada,AC,ACA,1,8,E61,,,,,MRLB,LIR,Liberia,America/Costa_Rica,
AC 8695,,Delayed,IsOperator,False,arrivals,2025-12-19 21:35Z,2025-12-19 16:35-05:00,,,B,,['Basic'],,,,,2025-12-19 23:42Z,2025-12-19 18:42-05:00,2025-12-20 03:02Z,2025-12-19 22:02-05:00,"['Basic', 'Live']",,,Embraer 175,Air Canada,AC,ACA,1,10,F62,,,,,KBOS,BOS,Boston,America/New_York,
CX 1619,,Canceled,IsCodeshared,False,arrivals,2025-12-20 01:10Z,2025-12-19 20:10-05:00,2025-12-20 01:10Z,2025-12-19 20:10-05:00,,A11,"['Basic', 'Live']",,,,,2025-12-20 02:44Z,2025-12-19 21:44-05:00,2025-12-20 03:09Z,2025-12-19 22:09-05:00,"['Basic', 'Live']",,,Airbus A320,Cathay Pacific,CX,CPA,1,2,D40,,,,,CYUL,YUL,Montreal,America/Toronto,
AC 427,,Canceled,IsOperator,False,arrivals,2025-12-20 01:10Z,2025-12-19 20:10-05:00,2025-12-20 01:10Z,2025-12-19 20:10-05:00,,A11,"['Basic', 'Live']",,,,,2025-12-20 02:44Z,2025-12-19 21:44-05:00,2025-12-20 03:09Z,2025-12-19 22:09-05:00,"['Basic', 'Live']",,,Airbus A320,Air Canada,AC,ACA,1,2,D40,,,,,CYUL,YUL,Montreal,America/Toronto,
